"仪器信息控制器"
"设备名称","LiquiSonic Lab"
"编号",36916
"固件版本 V110.",40.354

"仪器信息传感器"
"固件版本 V210.",10.169
"编号",50627
"错误号",0x11030000

"温度T1",18.081
"温度T2",18.029

"产品名称","氯化钾在水中"
"数据组号","38.005"



日期和时间 ,浓度                 - 传感器 1 (50627),第二物理量 - 传感器 1 (50627),温度 - 传感器 1 (50627),声速 - 传感器 1 (50627),错误号 - 传感器 1 (50627),温度T1 - 传感器 1 (50627),温度T2 - 传感器 1 (50627),渡越时间 - 传感器 1 (50627),标准方差 - 传感器 1 (50627),dv/dt - 传感器 1 (50627),dT/dt - 传感器 1 (50627),Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,
2024-11-26 19:33:28,0.01,0.00,24.32,1495.26,0x00000000,24.329,24.289,7440.3,0.458,0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:33:58,0.01,0.00,24.32,1495.23,0x00000000,24.328,24.286,7440.4,0.444,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:34:28,0.01,0.00,24.32,1495.27,0x00000000,24.327,24.285,7440.3,0.407,0.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:34:58,0.01,0.00,24.31,1495.24,0x00000000,24.325,24.287,7440.4,0.490,0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:35:28,0.01,0.00,24.31,1495.21,0x00000000,24.324,24.283,7440.5,0.451,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:35:58,0.01,0.00,24.31,1495.21,0x00000000,24.323,24.282,7440.5,0.413,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:36:28,0.01,0.00,24.31,1495.22,0x00000000,24.320,24.280,7440.5,0.530,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:36:58,0.01,0.00,24.31,1495.20,0x00000000,24.320,24.281,7440.6,0.443,-0.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:37:28,0.01,0.00,24.31,1495.23,0x00000000,24.321,24.281,7440.4,0.430,0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:37:58,0.01,0.00,24.31,1495.20,0x00000000,24.317,24.276,7440.6,0.485,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:38:28,0.01,0.00,24.31,1495.19,0x00000000,24.318,24.276,7440.6,0.466,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:38:58,0.01,0.00,24.30,1495.21,0x00000000,24.316,24.275,7440.5,0.339,-0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:39:28,0.01,0.00,24.30,1495.14,0x00000000,24.313,24.273,7440.8,0.385,-2.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:39:58,0.01,0.00,24.30,1495.19,0x00000000,24.312,24.272,7440.6,0.427,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:40:28,0.01,0.00,24.30,1495.17,0x00000000,24.311,24.270,7440.7,0.391,-0.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:40:58,0.01,0.00,24.30,1495.19,0x00000000,24.311,24.270,7440.6,0.333,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:41:28,0.01,0.00,24.30,1495.19,0x00000000,24.309,24.269,7440.6,0.563,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:41:58,0.01,0.00,24.30,1495.21,0x00000000,24.308,24.269,7440.5,0.503,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:42:28,0.01,0.00,24.29,1495.15,0x00000000,24.304,24.265,7440.8,0.446,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:42:58,0.01,0.00,24.29,1495.22,0x00000000,24.305,24.263,7440.5,0.472,1.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:43:28,0.01,0.00,24.29,1495.16,0x00000000,24.302,24.263,7440.7,0.400,-0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:43:58,0.01,0.00,24.29,1495.20,0x00000000,24.304,24.263,7440.6,0.475,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:44:28,0.01,0.00,24.29,1495.15,0x00000000,24.301,24.258,7440.8,0.511,-0.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:44:58,0.01,0.00,24.29,1495.15,0x00000000,24.299,24.259,7440.8,0.498,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:45:28,0.01,0.00,24.29,1495.15,0x00000000,24.298,24.256,7440.7,0.516,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:45:58,0.01,0.00,24.28,1495.16,0x00000000,24.296,24.255,7440.7,0.426,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:46:28,0.01,0.00,24.28,1495.15,0x00000000,24.294,24.255,7440.8,0.548,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:46:58,0.01,0.00,24.28,1495.16,0x00000000,24.294,24.253,7440.7,0.526,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:47:28,0.01,0.00,24.28,1495.13,0x00000000,24.293,24.250,7440.8,0.397,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:47:58,0.01,0.00,24.28,1495.15,0x00000000,24.289,24.249,7440.8,0.473,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:48:28,0.01,0.00,24.28,1495.09,0x00000000,24.290,24.249,7441.0,0.462,-1.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:48:58,0.01,0.00,24.27,1495.15,0x00000000,24.287,24.247,7440.8,0.452,0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:49:28,0.01,0.00,24.27,1495.10,0x00000000,24.286,24.247,7441.0,0.431,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:49:58,0.01,0.00,24.27,1495.13,0x00000000,24.283,24.243,7440.8,0.388,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:50:28,0.01,0.00,24.27,1495.11,0x00000000,24.285,24.243,7440.9,0.418,-0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:50:58,0.01,0.00,24.27,1495.11,0x00000000,24.281,24.241,7440.9,0.458,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:51:28,0.01,0.00,24.27,1495.11,0x00000000,24.282,24.241,7440.9,0.410,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:51:58,0.01,0.00,24.27,1495.10,0x00000000,24.279,24.240,7441.0,0.582,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:52:28,0.01,0.00,24.27,1495.11,0x00000000,24.277,24.238,7440.9,0.483,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:52:58,0.01,0.00,24.26,1495.10,0x00000000,24.276,24.237,7441.0,0.448,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:53:28,0.01,0.00,24.26,1495.10,0x00000000,24.274,24.236,7441.0,0.470,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:53:58,0.01,0.00,24.26,1495.05,0x00000000,24.273,24.232,7441.2,0.379,-1.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:54:28,0.01,0.00,24.26,1495.10,0x00000000,24.272,24.232,7441.0,0.449,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:54:58,0.01,0.00,24.26,1495.06,0x00000000,24.269,24.229,7441.1,0.372,-1.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:55:28,0.01,0.00,24.26,1495.10,0x00000000,24.271,24.230,7441.0,0.616,0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:55:58,0.01,0.00,24.26,1495.04,0x00000000,24.268,24.229,7441.2,0.409,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:56:28,0.01,0.00,24.26,1495.05,0x00000000,24.267,24.227,7441.1,0.474,-0.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:56:58,0.01,0.00,24.25,1495.08,0x00000000,24.266,24.224,7441.0,0.524,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:57:28,0.01,0.00,24.25,1495.03,0x00000000,24.265,24.224,7441.2,0.405,-1.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:57:58,0.01,0.00,24.25,1495.05,0x00000000,24.262,24.223,7441.2,0.473,-0.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:58:28,0.01,0.00,24.25,1495.05,0x00000000,24.262,24.221,7441.2,0.381,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:58:58,0.01,0.00,24.25,1495.02,0x00000000,24.261,24.219,7441.3,0.426,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:59:28,0.01,0.00,24.25,1495.06,0x00000000,24.258,24.219,7441.1,0.500,0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 19:59:58,0.01,0.00,24.25,1495.03,0x00000000,24.259,24.216,7441.3,0.372,-0.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:00:28,0.01,0.00,24.24,1495.01,0x00000000,24.255,24.215,7441.3,0.450,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:00:58,0.01,0.00,24.24,1495.00,0x00000000,24.255,24.216,7441.4,0.524,-1.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:01:28,0.01,0.00,24.24,1495.02,0x00000000,24.253,24.212,7441.3,0.395,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:01:58,0.01,0.00,24.24,1495.01,0x00000000,24.252,24.211,7441.3,0.470,-1.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:02:28,0.01,0.00,24.24,1495.03,0x00000000,24.251,24.210,7441.2,0.401,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:02:58,0.01,0.00,24.24,1495.00,0x00000000,24.248,24.208,7441.4,0.431,-1.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:03:28,0.01,0.00,24.24,1494.98,0x00000000,24.248,24.206,7441.5,0.427,-1.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:03:58,0.01,0.00,24.23,1495.05,0x00000000,24.244,24.204,7441.1,0.437,0.9,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:04:28,0.01,0.00,24.23,1494.99,0x00000000,24.245,24.205,7441.4,0.483,-0.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:04:58,0.01,0.00,24.23,1494.98,0x00000000,24.245,24.204,7441.4,0.533,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:05:28,0.01,0.00,24.23,1494.98,0x00000000,24.243,24.202,7441.5,0.526,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:05:58,0.01,0.00,24.23,1495.04,0x00000000,24.242,24.202,7441.2,0.532,0.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:06:28,0.01,0.00,24.23,1495.03,0x00000000,24.241,24.200,7441.2,0.399,0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:06:58,0.01,0.00,24.23,1495.02,0x00000000,24.239,24.199,7441.3,0.371,0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:07:28,0.01,0.00,24.23,1494.98,0x00000000,24.237,24.197,7441.4,0.405,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:07:58,0.01,0.00,24.22,1495.00,0x00000000,24.235,24.195,7441.4,0.467,-0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:08:28,0.01,0.00,24.22,1494.96,0x00000000,24.235,24.195,7441.5,0.496,-0.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:08:58,0.01,0.00,24.22,1494.95,0x00000000,24.234,24.194,7441.6,0.546,-1.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:09:28,0.01,0.00,24.22,1494.94,0x00000000,24.232,24.193,7441.6,0.425,-1.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:09:58,0.01,0.00,24.22,1494.95,0x00000000,24.232,24.191,7441.6,0.504,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:10:28,0.01,0.00,24.22,1494.91,0x00000000,24.229,24.188,7441.7,0.393,-2.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:10:58,0.01,0.00,24.22,1494.96,0x00000000,24.228,24.188,7441.5,0.523,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:11:28,0.01,0.00,24.22,1494.95,0x00000000,24.228,24.188,7441.6,0.414,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:11:58,0.01,0.00,24.21,1494.97,0x00000000,24.226,24.186,7441.5,0.394,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:12:28,0.01,0.00,24.21,1494.95,0x00000000,24.223,24.183,7441.6,0.401,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:12:58,0.01,0.00,24.21,1494.93,0x00000000,24.222,24.182,7441.6,0.495,-0.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:13:28,0.01,0.00,24.21,1494.93,0x00000000,24.220,24.181,7441.6,0.422,-0.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:13:58,0.01,0.00,24.21,1494.94,0x00000000,24.220,24.181,7441.6,0.454,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:14:28,0.01,0.00,24.21,1494.93,0x00000000,24.220,24.179,7441.6,0.374,-0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:14:58,0.01,0.00,24.20,1494.95,0x00000000,24.217,24.178,7441.5,0.416,0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:15:28,0.01,0.00,24.20,1494.91,0x00000000,24.216,24.175,7441.7,0.519,-0.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:15:58,0.01,0.00,24.20,1494.92,0x00000000,24.214,24.175,7441.7,0.441,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:16:28,0.01,0.00,24.20,1494.96,0x00000000,24.214,24.172,7441.5,0.486,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:16:58,0.01,0.00,24.20,1494.90,0x00000000,24.211,24.171,7441.8,0.512,-1.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:17:28,0.01,0.00,24.20,1494.91,0x00000000,24.209,24.170,7441.7,0.527,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:17:58,0.01,0.00,24.20,1494.89,0x00000000,24.210,24.170,7441.8,0.446,-1.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:18:28,0.01,0.00,24.19,1494.90,0x00000000,24.207,24.168,7441.8,0.413,-0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:18:58,0.01,0.00,24.19,1494.88,0x00000000,24.206,24.166,7441.8,0.565,-1.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:19:28,0.02,0.00,24.19,1494.89,0x00000000,24.204,24.164,7441.8,0.410,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:19:58,0.01,0.00,24.19,1494.92,0x00000000,24.205,24.163,7441.7,0.432,0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:20:28,0.02,0.00,24.19,1494.86,0x00000000,24.203,24.163,7441.9,0.384,-1.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:20:58,0.02,0.00,24.19,1494.90,0x00000000,24.201,24.160,7441.8,0.463,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:21:28,0.01,0.00,24.19,1494.87,0x00000000,24.202,24.159,7441.9,0.562,-0.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:21:58,0.01,0.00,24.19,1494.88,0x00000000,24.198,24.157,7441.9,0.456,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:22:28,0.01,0.00,24.18,1494.85,0x00000000,24.197,24.157,7442.0,0.352,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:22:58,0.01,0.00,24.18,1494.87,0x00000000,24.196,24.156,7441.9,0.520,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:23:28,0.01,0.00,24.18,1494.87,0x00000000,24.193,24.153,7441.9,0.525,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:23:58,0.01,0.00,24.18,1494.86,0x00000000,24.193,24.153,7441.9,0.448,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:24:28,0.01,0.00,24.18,1494.87,0x00000000,24.192,24.150,7441.9,0.524,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:24:58,0.02,0.00,24.18,1494.86,0x00000000,24.191,24.151,7441.9,0.482,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:25:28,0.01,0.00,24.18,1494.83,0x00000000,24.190,24.148,7442.1,0.471,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:25:58,0.01,0.00,24.18,1494.85,0x00000000,24.187,24.146,7441.9,0.428,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:26:28,0.01,0.00,24.17,1494.82,0x00000000,24.185,24.147,7442.1,0.499,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:26:58,0.01,0.00,24.17,1494.87,0x00000000,24.185,24.145,7441.9,0.477,0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:27:28,0.02,0.00,24.17,1494.85,0x00000000,24.184,24.143,7442.0,0.419,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:27:58,0.01,0.00,24.17,1494.88,0x00000000,24.185,24.143,7441.8,0.382,0.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:28:28,0.01,0.00,24.17,1494.81,0x00000000,24.181,24.140,7442.1,0.448,-1.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:28:58,0.01,0.00,24.17,1494.78,0x00000000,24.179,24.141,7442.2,0.466,-1.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:29:28,0.01,0.00,24.17,1494.83,0x00000000,24.179,24.140,7442.1,0.506,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:29:58,0.01,0.00,24.16,1494.80,0x00000000,24.177,24.135,7442.2,0.399,-1.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26 20:30:28,0.01,0.00,24.16,1494.81,0x00000000,24.175,24.136,7442.1,0.384,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
