"仪器信息控制器"
"设备名称","LiquiSonic Lab"
"编号",36916
"固件版本 V110.",40.354

"仪器信息传感器"
"固件版本 V210.",10.169
"编号",50627
"错误号",0x11030000

"温度T1",20.249
"温度T2",20.194

"产品名称","氯化钾在水中"
"数据组号","38.005"



日期和时间 ,浓度                 - 传感器 1 (50627),第二物理量 - 传感器 1 (50627),温度 - 传感器 1 (50627),声速 - 传感器 1 (50627),错误号 - 传感器 1 (50627),温度T1 - 传感器 1 (50627),温度T2 - 传感器 1 (50627),渡越时间 - 传感器 1 (50627),标准方差 - 传感器 1 (50627),dv/dt - 传感器 1 (50627),dT/dt - 传感器 1 (50627),Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,
2025-01-06 02:43:29,8.83,0.00,35.11,1577.89,0x00000000,35.120,35.071,7120.8,0.442,-1.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:43:59,8.83,0.00,35.10,1577.87,0x00000000,35.114,35.064,7120.9,0.494,-1.6,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:44:29,8.83,0.00,35.10,1577.90,0x00000000,35.108,35.058,7120.8,0.524,-0.6,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:44:59,8.83,0.00,35.09,1577.85,0x00000000,35.106,35.054,7120.9,0.423,-1.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:45:29,8.83,0.00,35.09,1577.85,0x00000000,35.097,35.049,7121.0,0.422,-1.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:45:59,8.83,0.00,35.08,1577.85,0x00000000,35.091,35.043,7121.0,0.466,-1.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:46:29,8.82,0.00,35.07,1577.83,0x00000000,35.087,35.036,7121.0,0.525,-1.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:46:59,8.83,0.00,35.07,1577.83,0x00000000,35.078,35.032,7121.0,0.490,-1.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:47:29,8.82,0.00,35.06,1577.77,0x00000000,35.073,35.024,7121.2,0.516,-2.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:47:59,8.83,0.00,35.05,1577.80,0x00000000,35.064,35.016,7121.1,0.467,-1.4,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:48:29,8.82,0.00,35.05,1577.77,0x00000000,35.060,35.009,7121.2,0.331,-1.9,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:48:59,8.82,0.00,35.04,1577.76,0x00000000,35.055,35.006,7121.3,0.592,-1.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:49:29,8.82,0.00,35.04,1577.74,0x00000000,35.049,34.998,7121.3,0.379,-2.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:49:59,8.83,0.00,35.03,1577.75,0x00000000,35.044,34.993,7121.3,0.468,-1.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:50:29,8.82,0.00,35.02,1577.75,0x00000000,35.036,34.985,7121.3,0.505,-1.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:50:59,8.83,0.00,35.02,1577.75,0x00000000,35.031,34.983,7121.3,0.304,-1.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:51:29,8.82,0.00,35.01,1577.71,0x00000000,35.025,34.975,7121.4,0.419,-2.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:51:59,8.82,0.00,35.01,1577.70,0x00000000,35.020,34.970,7121.5,0.403,-2.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:52:29,8.82,0.00,35.00,1577.69,0x00000000,35.015,34.964,7121.5,0.496,-2.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:52:59,8.83,0.00,35.00,1577.70,0x00000000,35.007,34.958,7121.5,0.498,-1.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:53:29,8.83,0.00,34.99,1577.74,0x00000000,35.003,34.952,7121.3,0.482,0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:53:59,8.83,0.00,34.98,1577.68,0x00000000,34.996,34.945,7121.5,0.433,-1.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:54:29,8.82,0.00,34.98,1577.68,0x00000000,34.991,34.941,7121.6,0.487,-1.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:54:59,8.82,0.00,34.97,1577.67,0x00000000,34.985,34.935,7121.6,0.542,-1.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:55:29,8.83,0.00,34.97,1577.64,0x00000000,34.979,34.930,7121.7,0.455,-1.8,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:55:59,8.82,0.00,34.96,1577.69,0x00000000,34.973,34.923,7121.5,0.467,0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:56:29,8.82,0.00,34.95,1577.57,0x00000000,34.966,34.918,7121.9,0.405,-3.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:56:59,8.82,0.00,34.95,1577.62,0x00000000,34.960,34.913,7121.8,0.462,-1.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:57:29,8.82,0.00,34.94,1577.63,0x00000000,34.957,34.909,7121.7,0.466,-0.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:57:59,8.82,0.00,34.94,1577.63,0x00000000,34.951,34.899,7121.7,0.490,-0.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:58:29,8.82,0.00,34.93,1577.56,0x00000000,34.945,34.894,7122.0,0.464,-2.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:58:59,8.82,0.00,34.93,1577.59,0x00000000,34.940,34.889,7121.9,0.520,-1.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:59:29,8.82,0.00,34.92,1577.55,0x00000000,34.933,34.884,7122.0,0.404,-2.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:59:59,8.83,0.00,34.92,1577.56,0x00000000,34.928,34.878,7122.0,0.488,-1.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:00:29,8.82,0.00,34.91,1577.57,0x00000000,34.921,34.874,7121.9,0.583,-0.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:00:59,8.82,0.00,34.90,1577.55,0x00000000,34.916,34.865,7122.0,0.536,-1.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:01:29,8.83,0.00,34.90,1577.53,0x00000000,34.911,34.862,7122.1,0.462,-1.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:01:59,8.83,0.00,34.89,1577.54,0x00000000,34.904,34.854,7122.0,0.407,-1.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:02:29,8.82,0.00,34.89,1577.53,0x00000000,34.899,34.849,7122.1,0.502,-1.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:02:59,8.83,0.00,34.88,1577.55,0x00000000,34.894,34.846,7122.0,0.438,-0.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:03:29,8.83,0.00,34.88,1577.47,0x00000000,34.889,34.839,7122.3,0.415,-2.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:03:59,8.83,0.00,34.87,1577.52,0x00000000,34.884,34.832,7122.1,0.405,-0.8,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:04:29,8.82,0.00,34.86,1577.50,0x00000000,34.876,34.827,7122.2,0.604,-1.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:04:59,8.82,0.00,34.86,1577.50,0x00000000,34.872,34.823,7122.2,0.595,-0.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:05:29,8.82,0.00,34.85,1577.48,0x00000000,34.864,34.816,7122.2,0.530,-1.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:05:59,8.82,0.00,34.85,1577.43,0x00000000,34.860,34.809,7122.4,0.537,-2.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:06:29,8.83,0.00,34.84,1577.46,0x00000000,34.855,34.805,7122.3,0.467,-1.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:06:59,8.82,0.00,34.84,1577.45,0x00000000,34.848,34.797,7122.3,0.534,-1.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:07:29,8.82,0.00,34.83,1577.43,0x00000000,34.844,34.795,7122.4,0.596,-1.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:07:59,8.82,0.00,34.82,1577.44,0x00000000,34.836,34.788,7122.4,0.441,-1.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:08:29,8.83,0.00,34.82,1577.44,0x00000000,34.832,34.782,7122.4,0.390,-0.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:08:59,8.82,0.00,34.81,1577.46,0x00000000,34.824,34.773,7122.3,0.423,0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:09:29,8.82,0.00,34.81,1577.39,0x00000000,34.821,34.770,7122.6,0.444,-1.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:09:59,8.82,0.00,34.80,1577.40,0x00000000,34.814,34.765,7122.5,0.419,-0.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:10:29,8.82,0.00,34.80,1577.36,0x00000000,34.810,34.762,7122.7,0.457,-2.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:10:59,8.82,0.00,34.79,1577.39,0x00000000,34.805,34.756,7122.6,0.436,-0.9,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:11:29,8.82,0.00,34.79,1577.37,0x00000000,34.799,34.748,7122.6,0.410,-1.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:11:59,8.82,0.00,34.78,1577.43,0x00000000,34.793,34.743,7122.4,0.480,0.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:12:29,8.82,0.00,34.78,1577.36,0x00000000,34.787,34.737,7122.7,0.414,-1.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:12:59,8.82,0.00,34.77,1577.39,0x00000000,34.779,34.733,7122.6,0.514,0.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:13:29,8.82,0.00,34.76,1577.29,0x00000000,34.775,34.726,7122.9,0.500,-2.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:13:59,8.82,0.00,34.76,1577.29,0x00000000,34.771,34.720,7122.9,0.442,-2.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:14:29,8.82,0.00,34.75,1577.32,0x00000000,34.766,34.714,7122.8,0.378,-1.1,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:14:59,8.82,0.00,34.75,1577.28,0x00000000,34.758,34.707,7122.9,0.462,-1.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:15:29,8.82,0.00,34.74,1577.26,0x00000000,34.754,34.704,7123.0,0.576,-2.1,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:15:59,8.82,0.00,34.74,1577.30,0x00000000,34.747,34.700,7122.8,0.497,-0.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:16:29,8.82,0.00,34.73,1577.25,0x00000000,34.742,34.692,7123.0,0.425,-1.8,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:16:59,8.83,0.00,34.73,1577.31,0x00000000,34.738,34.689,7122.8,0.584,0.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:17:29,8.82,0.00,34.72,1577.24,0x00000000,34.731,34.683,7123.1,0.483,-1.8,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:17:59,8.82,0.00,34.72,1577.27,0x00000000,34.728,34.680,7123.0,0.599,-0.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:18:29,8.82,0.00,34.71,1577.24,0x00000000,34.721,34.673,7123.1,0.498,-1.1,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:18:59,8.82,0.00,34.70,1577.26,0x00000000,34.714,34.664,7123.0,0.485,-0.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:19:29,8.82,0.00,34.70,1577.22,0x00000000,34.710,34.661,7123.2,0.464,-1.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:19:59,8.82,0.00,34.69,1577.18,0x00000000,34.704,34.654,7123.3,0.382,-2.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:20:29,8.82,0.00,34.69,1577.16,0x00000000,34.700,34.652,7123.4,0.437,-2.4,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:20:59,8.82,0.00,34.68,1577.24,0x00000000,34.692,34.645,7123.1,0.459,0.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:21:29,8.82,0.00,34.67,1577.15,0x00000000,34.686,34.637,7123.4,0.490,-2.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:21:59,8.82,0.00,34.67,1577.15,0x00000000,34.683,34.633,7123.4,0.518,-1.9,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:22:29,8.82,0.00,34.66,1577.22,0x00000000,34.676,34.626,7123.1,0.424,0.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:22:59,8.82,0.00,34.66,1577.13,0x00000000,34.669,34.622,7123.5,0.500,-1.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:23:29,8.82,0.00,34.65,1577.14,0x00000000,34.665,34.617,7123.4,0.477,-1.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:23:59,8.82,0.00,34.65,1577.13,0x00000000,34.659,34.610,7123.5,0.512,-1.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:24:29,8.82,0.00,34.64,1577.13,0x00000000,34.655,34.606,7123.5,0.497,-1.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:24:59,8.82,0.00,34.64,1577.15,0x00000000,34.651,34.601,7123.4,0.438,-0.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:25:29,8.82,0.00,34.63,1577.08,0x00000000,34.644,34.595,7123.6,0.538,-2.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:25:59,8.82,0.00,34.63,1577.16,0x00000000,34.638,34.589,7123.4,0.430,0.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:26:29,8.82,0.00,34.62,1577.11,0x00000000,34.634,34.583,7123.5,0.479,-0.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:26:59,8.82,0.00,34.62,1577.10,0x00000000,34.629,34.580,7123.5,0.463,-0.7,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:27:29,8.82,0.00,34.61,1577.08,0x00000000,34.623,34.573,7123.6,0.551,-1.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:27:59,8.82,0.00,34.60,1577.08,0x00000000,34.615,34.564,7123.6,0.460,-1.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:28:29,8.82,0.00,34.60,1577.07,0x00000000,34.613,34.561,7123.7,0.477,-1.1,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:28:59,8.82,0.00,34.60,1577.05,0x00000000,34.608,34.557,7123.7,0.500,-1.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:29:29,8.82,0.00,34.59,1577.09,0x00000000,34.602,34.553,7123.6,0.490,0.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:29:59,8.82,0.00,34.59,1577.07,0x00000000,34.598,34.547,7123.7,0.446,-0.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:30:29,8.82,0.00,34.58,1577.01,0x00000000,34.589,34.541,7123.9,0.387,-1.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:30:59,8.82,0.00,34.57,1577.02,0x00000000,34.585,34.538,7123.8,0.480,-1.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:31:29,8.82,0.00,34.57,1577.00,0x00000000,34.580,34.529,7123.9,0.401,-1.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:31:59,8.82,0.00,34.56,1577.00,0x00000000,34.576,34.524,7123.9,0.408,-1.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:32:29,8.82,0.00,34.56,1577.01,0x00000000,34.568,34.519,7123.9,0.516,-0.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:32:59,8.82,0.00,34.55,1577.01,0x00000000,34.565,34.516,7123.9,0.500,-0.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:33:29,8.82,0.00,34.55,1577.01,0x00000000,34.559,34.512,7123.9,0.431,-0.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:33:59,8.82,0.00,34.54,1576.96,0x00000000,34.554,34.504,7124.1,0.534,-1.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:34:29,8.82,0.00,34.54,1576.97,0x00000000,34.549,34.500,7124.0,0.459,-1.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:34:59,8.82,0.00,34.53,1576.92,0x00000000,34.545,34.495,7124.2,0.416,-2.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:35:29,8.82,0.00,34.53,1576.97,0x00000000,34.540,34.491,7124.0,0.553,-0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:35:59,8.82,0.00,34.52,1576.96,0x00000000,34.534,34.484,7124.1,0.437,-0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:36:29,8.82,0.00,34.52,1576.92,0x00000000,34.528,34.478,7124.2,0.555,-1.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:36:59,8.82,0.00,34.51,1576.93,0x00000000,34.521,34.469,7124.1,0.405,-0.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:37:29,8.82,0.00,34.51,1576.83,0x00000000,34.517,34.467,7124.5,0.371,-3.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:37:59,8.82,0.00,34.50,1576.95,0x00000000,34.511,34.461,7124.1,0.556,0.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:38:29,8.82,0.00,34.49,1576.87,0x00000000,34.506,34.456,7124.4,0.572,-1.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:38:59,8.82,0.00,34.49,1576.88,0x00000000,34.502,34.454,7124.3,0.439,-1.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:39:29,8.82,0.00,34.49,1576.87,0x00000000,34.498,34.449,7124.4,0.463,-1.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:39:59,8.82,0.00,34.48,1576.86,0x00000000,34.492,34.441,7124.4,0.525,-1.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:40:29,8.82,0.00,34.47,1576.87,0x00000000,34.485,34.436,7124.4,0.428,-0.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
