Time,Untitled
2025/1/13 18:20:01,102.79 
2025/1/13 18:20:03,96.06 
2025/1/13 18:20:06,96.06 
2025/1/13 18:20:08,97.95 
2025/1/13 18:20:10,90.13 
2025/1/13 18:20:12,96.77 
2025/1/13 18:20:14,104.47 
2025/1/13 18:20:16,95.25 
2025/1/13 18:20:19,95.25 
2025/1/13 18:20:21,108.89 
2025/1/13 18:20:23,100.83 
2025/1/13 18:20:25,100.83 
2025/1/13 18:20:27,100.66 
2025/1/13 18:20:29,100.82 
2025/1/13 18:20:32,100.49 
2025/1/13 18:20:36,111.06 
2025/1/13 18:20:38,98.95 
2025/1/13 18:20:40,112.11 
2025/1/13 18:20:42,112.11 
2025/1/13 18:20:45,103.92 
2025/1/13 18:20:47,98.68 
2025/1/13 18:20:49,114.69 
2025/1/13 18:20:51,106.79 
2025/1/13 18:20:53,105.25 
2025/1/13 18:20:55,115.42 
2025/1/13 18:20:58,107.26 
2025/1/13 18:21:00,107.26 
2025/1/13 18:21:02,108.70 
2025/1/13 18:21:04,110.50 
2025/1/13 18:21:06,109.09 
2025/1/13 18:21:11,126.04 
2025/1/13 18:21:13,119.62 
2025/1/13 18:21:15,128.18 
2025/1/13 18:21:17,120.60 
2025/1/13 18:21:19,120.60 
2025/1/13 18:21:22,114.28 
2025/1/13 18:21:24,124.55 
2025/1/13 18:21:26,121.75 
2025/1/13 18:21:28,115.64 
2025/1/13 18:21:30,129.74 
2025/1/13 18:21:32,123.39 
2025/1/13 18:21:35,123.75 
2025/1/13 18:21:37,123.75 
2025/1/13 18:21:39,142.95 
2025/1/13 18:21:41,135.93 
2025/1/13 18:21:43,135.89 
2025/1/13 18:21:45,146.24 
2025/1/13 18:21:48,135.68 
2025/1/13 18:21:50,146.60 
2025/1/13 18:21:52,149.87 
2025/1/13 18:21:54,149.39 
2025/1/13 18:21:56,149.39 
2025/1/13 18:21:58,159.11 
2025/1/13 18:22:01,158.75 
2025/1/13 18:22:03,158.27 
2025/1/13 18:22:05,176.09 
2025/1/13 18:22:07,173.76 
2025/1/13 18:22:09,170.93 
2025/1/13 18:22:11,183.85 
2025/1/13 18:22:14,183.85 
2025/1/13 18:22:16,173.02 
2025/1/13 18:22:18,176.14 
2025/1/13 18:22:20,191.39 
2025/1/13 18:22:22,190.79 
2025/1/13 18:22:25,191.11 
2025/1/13 18:22:27,194.44 
2025/1/13 18:22:29,193.63 
2025/1/13 18:22:31,197.89 
2025/1/13 18:22:33,197.89 
2025/1/13 18:22:35,202.37 
2025/1/13 18:22:38,202.03 
2025/1/13 18:22:40,202.64 
2025/1/13 18:22:44,202.52 
2025/1/13 18:22:46,214.21 
2025/1/13 18:22:48,214.21 
2025/1/13 18:22:51,214.21 
2025/1/13 18:22:53,214.21 
2025/1/13 18:22:55,214.21 
2025/1/13 18:22:57,214.21 
2025/1/13 18:23:06,622.01 
2025/1/13 18:23:08,547.02 
2025/1/13 18:23:10,547.02 
2025/1/13 18:23:12,461.06 
2025/1/13 18:23:14,410.88 
2025/1/13 18:23:17,377.16 
2025/1/13 18:23:19,340.87 
2025/1/13 18:23:21,339.63 
2025/1/13 18:23:23,313.89 
2025/1/13 18:23:25,290.16 
2025/1/13 18:23:28,290.16 
2025/1/13 18:23:30,286.14 
2025/1/13 18:23:32,267.60 
2025/1/13 18:23:34,264.34 
2025/1/13 18:23:36,264.28 
2025/1/13 18:23:38,258.50 
2025/1/13 18:23:41,253.47 
2025/1/13 18:23:43,258.58 
2025/1/13 18:23:45,253.46 
2025/1/13 18:23:47,253.46 
2025/1/13 18:23:49,248.90 
2025/1/13 18:23:52,248.98 
2025/1/13 18:23:54,247.91 
2025/1/13 18:23:56,248.58 
2025/1/13 18:23:58,266.34 
2025/1/13 18:24:00,260.55 
2025/1/13 18:24:02,261.08 
2025/1/13 18:24:05,261.08 
2025/1/13 18:24:07,260.18 
2025/1/13 18:24:09,255.69 
2025/1/13 18:24:11,261.24 
2025/1/13 18:24:13,260.73 
2025/1/13 18:24:15,255.41 
2025/1/13 18:24:18,259.29 
2025/1/13 18:24:20,254.81 
2025/1/13 18:24:22,250.57 
2025/1/13 18:24:24,250.57 
2025/1/13 18:24:26,254.19 
2025/1/13 18:24:31,253.94 
2025/1/13 18:24:33,258.74 
2025/1/13 18:24:35,253.93 
2025/1/13 18:24:37,253.63 
2025/1/13 18:24:39,273.02 
2025/1/13 18:24:42,272.15 
2025/1/13 18:24:44,272.15 
2025/1/13 18:24:46,268.59 
2025/1/13 18:24:48,263.37 
2025/1/13 18:24:50,258.48 
2025/1/13 18:24:52,254.04 
2025/1/13 18:24:57,244.71 
2025/1/13 18:24:59,262.41 
2025/1/13 18:25:01,262.41 
2025/1/13 18:25:03,249.67 
2025/1/13 18:25:05,249.37 
2025/1/13 18:25:08,254.68 
2025/1/13 18:25:10,253.78 
2025/1/13 18:25:12,248.91 
2025/1/13 18:25:14,266.36 
2025/1/13 18:25:16,260.94 
2025/1/13 18:25:19,255.89 
2025/1/13 18:25:21,255.89 
2025/1/13 18:25:23,256.31 
2025/1/13 18:25:25,253.03 
2025/1/13 18:25:27,253.99 
2025/1/13 18:25:29,259.35 
2025/1/13 18:25:32,255.96 
2025/1/13 18:25:34,256.66 
2025/1/13 18:25:36,255.85 
2025/1/13 18:25:38,255.85 
2025/1/13 18:25:40,250.52 
2025/1/13 18:25:42,251.11 
2025/1/13 18:25:45,250.58 
2025/1/13 18:25:47,237.26 
2025/1/13 18:25:49,238.28 
2025/1/13 18:25:51,234.73 
2025/1/13 18:25:53,229.90 
2025/1/13 18:25:56,234.80 
2025/1/13 18:25:58,234.80 
2025/1/13 18:26:00,235.90 
2025/1/13 18:26:02,248.72 
2025/1/13 18:26:04,266.04 
2025/1/13 18:26:06,246.91 
2025/1/13 18:26:09,247.84 
2025/1/13 18:26:11,248.53 
2025/1/13 18:26:13,244.23 
2025/1/13 18:26:15,244.23 
2025/1/13 18:26:17,243.57 
2025/1/13 18:26:20,242.83 
2025/1/13 18:26:24,230.78 
2025/1/13 18:26:26,233.75 
2025/1/13 18:26:28,228.53 
2025/1/13 18:26:30,231.87 
2025/1/13 18:26:33,227.58 
2025/1/13 18:26:35,226.70 
2025/1/13 18:26:37,226.70 
2025/1/13 18:26:39,227.60 
2025/1/13 18:26:41,222.46 
2025/1/13 18:26:44,219.19 
2025/1/13 18:26:46,224.12 
2025/1/13 18:26:48,223.29 
2025/1/13 18:26:50,220.32 
2025/1/13 18:26:52,236.20 
2025/1/13 18:26:55,224.33 
2025/1/13 18:26:57,224.33 
2025/1/13 18:26:59,227.85 
2025/1/13 18:27:01,228.64 
2025/1/13 18:27:03,229.10 
2025/1/13 18:27:05,245.66 
2025/1/13 18:27:08,245.58 
2025/1/13 18:27:10,245.18 
2025/1/13 18:27:12,245.91 
2025/1/13 18:27:14,245.91 
2025/1/13 18:27:16,242.27 
2025/1/13 18:27:19,239.26 
2025/1/13 18:27:21,266.99 
2025/1/13 18:27:23,249.84 
2025/1/13 18:27:25,250.49 
2025/1/13 18:27:27,256.75 
2025/1/13 18:27:30,256.95 
2025/1/13 18:27:32,256.98 
2025/1/13 18:27:34,256.98 
2025/1/13 18:27:36,257.50 
2025/1/13 18:27:38,243.35 
2025/1/13 18:27:40,244.35 
2025/1/13 18:27:43,245.43 
2025/1/13 18:27:45,240.36 
2025/1/13 18:27:47,259.56 
2025/1/13 18:27:49,246.55 
2025/1/13 18:27:51,241.22 
2025/1/13 18:27:54,241.22 
2025/1/13 18:27:56,245.87 
2025/1/13 18:27:58,233.64 
2025/1/13 18:28:00,228.57 
2025/1/13 18:28:02,233.52 
2025/1/13 18:28:04,229.30 
2025/1/13 18:28:07,225.95 
2025/1/13 18:28:09,241.16 
2025/1/13 18:28:11,225.76 
2025/1/13 18:28:13,225.76 
2025/1/13 18:28:15,224.88 
2025/1/13 18:28:18,225.24 
2025/1/13 18:28:20,220.60 
2025/1/13 18:28:22,220.76 
2025/1/13 18:28:24,219.86 
2025/1/13 18:28:26,207.42 
2025/1/13 18:28:29,229.35 
2025/1/13 18:28:31,225.25 
2025/1/13 18:28:33,225.25 
2025/1/13 18:28:35,221.23 
2025/1/13 18:28:37,242.62 
2025/1/13 18:28:39,242.10 
2025/1/13 18:28:42,242.14 
2025/1/13 18:28:44,271.29 
2025/1/13 18:28:46,270.99 
2025/1/13 18:28:48,271.58 
2025/1/13 18:28:50,313.99 
2025/1/13 18:28:53,313.99 
2025/1/13 18:28:55,312.89 
2025/1/13 18:28:57,314.10 
2025/1/13 18:28:59,342.58 
2025/1/13 18:29:01,324.21 
2025/1/13 18:29:03,329.63 
2025/1/13 18:29:06,328.50 
2025/1/13 18:29:08,303.10 
2025/1/13 18:29:10,303.10 
2025/1/13 18:29:12,303.31 
2025/1/13 18:29:14,283.80 
2025/1/13 18:29:17,264.29 
2025/1/13 18:29:19,263.25 
2025/1/13 18:29:21,237.38 
2025/1/13 18:29:23,233.37 
2025/1/13 18:29:25,236.75 
2025/1/13 18:29:28,225.07 
2025/1/13 18:29:30,225.07 
2025/1/13 18:29:32,220.59 
2025/1/13 18:29:34,217.46 
2025/1/13 18:29:36,206.65 
2025/1/13 18:29:38,206.92 
2025/1/13 18:29:41,221.92 
2025/1/13 18:29:43,221.12 
2025/1/13 18:29:45,235.97 
2025/1/13 18:29:47,241.90 
2025/1/13 18:29:49,241.90 
2025/1/13 18:29:52,241.21 
2025/1/13 18:29:54,254.34 
2025/1/13 18:29:56,250.64 
2025/1/13 18:29:58,249.61 
2025/1/13 18:30:00,285.44 
2025/1/13 18:30:03,279.77 
2025/1/13 18:30:05,273.94 
2025/1/13 18:30:07,298.69 
2025/1/13 18:30:09,298.69 
2025/1/13 18:30:11,291.81 
2025/1/13 18:30:14,287.11 
2025/1/13 18:30:16,286.88 
2025/1/13 18:30:18,271.84 
2025/1/13 18:30:20,267.98 
2025/1/13 18:30:22,251.10 
2025/1/13 18:30:24,245.76 
2025/1/13 18:30:27,227.75 
2025/1/13 18:30:29,227.75 
2025/1/13 18:30:31,226.83 
2025/1/13 18:30:33,226.22 
2025/1/13 18:30:35,226.48 
2025/1/13 18:30:38,225.47 
2025/1/13 18:30:40,212.13 
2025/1/13 18:30:42,226.57 
2025/1/13 18:30:44,212.85 
2025/1/13 18:30:46,212.94 
2025/1/13 18:30:49,251.98 
2025/1/13 18:30:51,251.98 
2025/1/13 18:30:53,230.96 
2025/1/13 18:30:55,219.63 
2025/1/13 18:30:57,220.09 
2025/1/13 18:31:00,216.43 
2025/1/13 18:31:02,215.78 
2025/1/13 18:31:04,215.47 
2025/1/13 18:31:06,202.91 
2025/1/13 18:31:08,202.91 
2025/1/13 18:31:11,203.31 
2025/1/13 18:31:13,217.03 
2025/1/13 18:31:15,214.23 
2025/1/13 18:31:17,226.96 
2025/1/13 18:31:19,227.54 
2025/1/13 18:31:21,222.36 
2025/1/13 18:31:24,225.92 
2025/1/13 18:31:26,225.70 
2025/1/13 18:31:28,225.34 
2025/1/13 18:31:30,225.34 
2025/1/13 18:31:32,228.78 
2025/1/13 18:31:35,228.34 
2025/1/13 18:31:37,223.11 
2025/1/13 18:31:39,222.81 
2025/1/13 18:31:41,218.76 
2025/1/13 18:31:43,218.14 
2025/1/13 18:31:46,217.79 
2025/1/13 18:31:48,216.89 
2025/1/13 18:31:50,216.89 
2025/1/13 18:31:52,216.32 
2025/1/13 18:31:54,217.32 
2025/1/13 18:31:57,217.35 
2025/1/13 18:31:59,218.31 
2025/1/13 18:32:01,230.40 
2025/1/13 18:32:03,229.65 
2025/1/13 18:32:05,246.57 
2025/1/13 18:32:08,229.77 
2025/1/13 18:32:10,229.77 
2025/1/13 18:32:12,229.99 
2025/1/13 18:32:14,252.12 
2025/1/13 18:32:16,252.00 
2025/1/13 18:32:19,255.23 
2025/1/13 18:32:21,261.31 
2025/1/13 18:32:23,262.21 
2025/1/13 18:32:25,262.41 
2025/1/13 18:32:27,262.55 
2025/1/13 18:32:30,262.55 
2025/1/13 18:32:32,248.54 
2025/1/13 18:32:34,251.89 
2025/1/13 18:32:36,258.17 
2025/1/13 18:32:38,294.97 
2025/1/13 18:32:41,317.96 
2025/1/13 18:32:43,323.11 
2025/1/13 18:32:45,324.09 
2025/1/13 18:32:47,325.03 
2025/1/13 18:32:49,324.57 
2025/1/13 18:32:52,324.57 
2025/1/13 18:32:54,308.04 
2025/1/13 18:32:56,307.00 
2025/1/13 18:32:58,273.90 
2025/1/13 18:33:00,268.93 
2025/1/13 18:33:03,265.00 
2025/1/13 18:33:05,266.02 
2025/1/13 18:33:07,306.42 
2025/1/13 18:33:09,330.61 
2025/1/13 18:33:11,330.61 
2025/1/13 18:33:14,372.03 
2025/1/13 18:33:16,395.35 
2025/1/13 18:33:18,403.73 
2025/1/13 18:33:20,413.47 
2025/1/13 18:33:22,414.03 
2025/1/13 18:33:24,414.81 
2025/1/13 18:33:27,405.42 
2025/1/13 18:33:29,381.61 
2025/1/13 18:33:31,381.61 
2025/1/13 18:33:33,405.45 
2025/1/13 18:33:35,411.17 
2025/1/13 18:33:38,411.47 
2025/1/13 18:33:40,364.55 
2025/1/13 18:33:42,336.15 
2025/1/13 18:33:44,335.66 
2025/1/13 18:33:46,329.90 
2025/1/13 18:33:49,313.60 
2025/1/13 18:33:51,313.60 
2025/1/13 18:33:53,319.76 
2025/1/13 18:33:55,321.38 
2025/1/13 18:33:57,321.23 
2025/1/13 18:34:00,353.03 
2025/1/13 18:34:02,353.25 
2025/1/13 18:34:04,325.84 
2025/1/13 18:34:06,325.87 
2025/1/13 18:34:08,371.30 
2025/1/13 18:34:11,369.93 
2025/1/13 18:34:13,369.93 
2025/1/13 18:34:15,371.63 
2025/1/13 18:34:17,350.06 
2025/1/13 18:34:19,351.17 
2025/1/13 18:34:22,351.18 
2025/1/13 18:34:24,374.99 
2025/1/13 18:34:26,373.21 
2025/1/13 18:34:28,422.64 
2025/1/13 18:34:30,390.04 
2025/1/13 18:34:33,390.04 
2025/1/13 18:34:35,355.47 
2025/1/13 18:34:37,354.55 
2025/1/13 18:34:39,314.32 
2025/1/13 18:34:41,364.55 
2025/1/13 18:34:44,359.58 
2025/1/13 18:34:46,323.05 
2025/1/13 18:34:48,355.08 
2025/1/13 18:34:50,350.69 
2025/1/13 18:34:52,350.69 
2025/1/13 18:34:55,387.67 
2025/1/13 18:34:57,420.99 
2025/1/13 18:34:59,428.27 
2025/1/13 18:35:01,468.95 
2025/1/13 18:35:03,521.37 
2025/1/13 18:35:06,463.85 
2025/1/13 18:35:08,431.12 
2025/1/13 18:35:10,430.84 
2025/1/13 18:35:12,381.49 
2025/1/13 18:35:14,381.49 
2025/1/13 18:35:17,355.38 
2025/1/13 18:35:19,349.27 
2025/1/13 18:35:21,343.20 
2025/1/13 18:35:23,347.73 
2025/1/13 18:35:25,321.88 
2025/1/13 18:35:28,292.13 
2025/1/13 18:35:30,290.86 
2025/1/13 18:35:32,269.60 
2025/1/13 18:35:34,269.60 
2025/1/13 18:35:36,275.38 
2025/1/13 18:35:39,319.66 
2025/1/13 18:35:41,298.19 
2025/1/13 18:35:43,298.59 
2025/1/13 18:35:45,298.65 
2025/1/13 18:35:48,273.65 
2025/1/13 18:35:50,274.65 
2025/1/13 18:35:52,270.63 
2025/1/13 18:35:54,264.43 
2025/1/13 18:35:56,264.43 
2025/1/13 18:35:58,295.78 
2025/1/13 18:36:01,294.81 
2025/1/13 18:36:03,279.90 
2025/1/13 18:36:05,285.06 
2025/1/13 18:36:07,285.16 
2025/1/13 18:36:09,280.20 
2025/1/13 18:36:12,295.80 
2025/1/13 18:36:14,280.21 
2025/1/13 18:36:16,280.21 
2025/1/13 18:36:18,279.12 
2025/1/13 18:36:20,325.66 
2025/1/13 18:36:23,352.56 
2025/1/13 18:36:25,353.55 
2025/1/13 18:36:27,361.50 
2025/1/13 18:36:29,332.27 
2025/1/13 18:36:31,314.33 
2025/1/13 18:36:34,292.40 
2025/1/13 18:36:36,292.40 
2025/1/13 18:36:38,276.60 
2025/1/13 18:36:40,324.67 
2025/1/13 18:36:42,304.10 
2025/1/13 18:36:45,281.25 
2025/1/13 18:36:47,280.14 
2025/1/13 18:36:49,262.76 
2025/1/13 18:36:51,249.52 
2025/1/13 18:36:53,271.27 
2025/1/13 18:36:56,254.11 
2025/1/13 18:36:58,254.11 
2025/1/13 18:37:00,268.01 
2025/1/13 18:37:02,293.37 
2025/1/13 18:37:05,292.48 
2025/1/13 18:37:07,291.80 
2025/1/13 18:37:09,307.28 
2025/1/13 18:37:11,282.18 
2025/1/13 18:37:13,286.06 
2025/1/13 18:37:16,282.29 
2025/1/13 18:37:18,282.29 
2025/1/13 18:37:20,264.48 
2025/1/13 18:37:22,270.23 
2025/1/13 18:37:24,254.81 
2025/1/13 18:37:27,253.83 
2025/1/13 18:37:29,252.74 
2025/1/13 18:37:31,234.29 
2025/1/13 18:37:33,230.73 
2025/1/13 18:37:35,230.19 
2025/1/13 18:37:44,223.90 
2025/1/13 18:37:46,220.31 
2025/1/13 18:37:49,223.32 
2025/1/13 18:37:51,224.28 
2025/1/13 18:37:53,223.39 
2025/1/13 18:37:55,228.46 
2025/1/13 18:37:57,228.47 
2025/1/13 18:38:00,228.47 
2025/1/13 18:38:02,227.48 
2025/1/13 18:38:04,239.67 
2025/1/13 18:38:06,227.72 
2025/1/13 18:38:08,213.19 
2025/1/13 18:38:11,217.48 
2025/1/13 18:38:13,213.92 
2025/1/13 18:38:15,210.27 
2025/1/13 18:38:17,209.51 
2025/1/13 18:38:19,209.51 
2025/1/13 18:38:22,198.79 
2025/1/13 18:38:24,198.79 
2025/1/13 18:38:26,198.79 
2025/1/13 18:38:28,198.79 
2025/1/13 18:38:30,156.51 
2025/1/13 18:38:33,176.03 
2025/1/13 18:38:35,189.38 
2025/1/13 18:38:37,203.87 
2025/1/13 18:38:39,203.50 
2025/1/13 18:38:41,203.50 
2025/1/13 18:38:44,200.96 
2025/1/13 18:38:46,201.45 
2025/1/13 18:38:48,201.58 
2025/1/13 18:38:50,201.39 
2025/1/13 18:38:53,201.87 
2025/1/13 18:38:55,197.64 
2025/1/13 18:38:57,197.12 
2025/1/13 18:38:59,196.71 
2025/1/13 18:39:01,196.00 
2025/1/13 18:39:04,196.00 
2025/1/13 18:39:06,192.47 
2025/1/13 18:39:08,192.04 
2025/1/13 18:39:10,191.95 
2025/1/13 18:39:12,195.05 
2025/1/13 18:39:15,195.79 
2025/1/13 18:39:17,196.15 
2025/1/13 18:39:19,200.41 
2025/1/13 18:39:21,200.57 
2025/1/13 18:39:23,200.57 
2025/1/13 18:39:26,201.38 
2025/1/13 18:39:28,216.65 
2025/1/13 18:39:30,216.65 
2025/1/13 18:39:32,216.65 
2025/1/13 18:39:34,216.65 
2025/1/13 18:39:37,216.65 
2025/1/13 18:39:50,567.01 
2025/1/13 18:39:52,489.55 
2025/1/13 18:39:54,450.97 
2025/1/13 18:39:57,403.02 
2025/1/13 18:39:59,357.78 
2025/1/13 18:40:01,358.34 
2025/1/13 18:40:03,335.69 
2025/1/13 18:40:05,308.54 
2025/1/13 18:40:08,308.54 
2025/1/13 18:40:10,329.99 
2025/1/13 18:40:12,329.43 
2025/1/13 18:40:14,354.99 
2025/1/13 18:40:17,336.27 
2025/1/13 18:40:19,313.23 
2025/1/13 18:40:21,317.46 
2025/1/13 18:40:23,345.51 
2025/1/13 18:40:25,351.25 
2025/1/13 18:40:28,360.19 
2025/1/13 18:40:30,360.19 
2025/1/13 18:40:32,389.76 
2025/1/13 18:40:34,381.09 
2025/1/13 18:40:36,444.21 
2025/1/13 18:40:39,497.96 
2025/1/13 18:40:41,486.62 
2025/1/13 18:40:43,418.82 
2025/1/13 18:40:45,420.21 
2025/1/13 18:40:48,371.37 
2025/1/13 18:40:50,372.90 
2025/1/13 18:40:52,372.90 
2025/1/13 18:40:54,414.81 
2025/1/13 18:40:56,389.46 
2025/1/13 18:40:59,390.11 
2025/1/13 18:41:01,354.93 
2025/1/13 18:41:03,335.18 
2025/1/13 18:41:05,340.26 
2025/1/13 18:41:08,365.31 
2025/1/13 18:41:10,357.61 
2025/1/13 18:41:12,391.91 
2025/1/13 18:41:14,391.91 
2025/1/13 18:41:16,416.74 
2025/1/13 18:41:19,383.59 
2025/1/13 18:41:21,384.14 
2025/1/13 18:41:23,414.60 
2025/1/13 18:41:25,467.49 
2025/1/13 18:41:27,457.88 
2025/1/13 18:41:30,404.53 
2025/1/13 18:41:32,403.31 
2025/1/13 18:41:34,378.66 
2025/1/13 18:41:36,378.66 
2025/1/13 18:41:39,378.99 
2025/1/13 18:41:41,384.54 
2025/1/13 18:41:43,361.56 
2025/1/13 18:41:45,385.26 
2025/1/13 18:41:47,426.12 
2025/1/13 18:41:50,426.43 
2025/1/13 18:41:52,425.74 
2025/1/13 18:41:54,418.34 
2025/1/13 18:41:56,348.67 
2025/1/13 18:41:58,348.67 
2025/1/13 18:42:01,317.52 
2025/1/13 18:42:03,282.91 
2025/1/13 18:42:05,263.00 
2025/1/13 18:42:07,262.58 
2025/1/13 18:42:10,248.55 
2025/1/13 18:42:12,274.94 
2025/1/13 18:42:14,269.75 
2025/1/13 18:42:16,247.16 
2025/1/13 18:42:18,232.61 
2025/1/13 18:42:21,232.61 
2025/1/13 18:42:23,233.52 
2025/1/13 18:42:25,228.93 
2025/1/13 18:42:27,227.87 
2025/1/13 18:42:30,223.62 
2025/1/13 18:42:32,210.50 
2025/1/13 18:42:34,210.53 
2025/1/13 18:42:36,214.69 
2025/1/13 18:42:38,214.70 
2025/1/13 18:42:41,215.50 
2025/1/13 18:42:43,215.50 
2025/1/13 18:42:45,214.71 
2025/1/13 18:42:47,213.75 
2025/1/13 18:42:50,245.83 
2025/1/13 18:42:52,233.53 
2025/1/13 18:42:54,228.70 
2025/1/13 18:42:56,224.24 
2025/1/13 18:42:58,223.64 
2025/1/13 18:43:01,224.36 
2025/1/13 18:43:03,245.07 
2025/1/13 18:43:05,245.07 
2025/1/13 18:43:07,241.38 
2025/1/13 18:43:10,240.40 
2025/1/13 18:43:12,237.18 
2025/1/13 18:43:14,223.06 
2025/1/13 18:43:16,226.60 
2025/1/13 18:43:18,231.87 
2025/1/13 18:43:21,235.56 
2025/1/13 18:43:23,238.83 
2025/1/13 18:43:25,238.27 
2025/1/13 18:43:27,226.87 
2025/1/13 18:43:30,226.87 
2025/1/13 18:43:32,226.09 
2025/1/13 18:43:34,221.61 
2025/1/13 18:43:36,218.86 
2025/1/13 18:43:38,218.42 
2025/1/13 18:43:41,221.53 
2025/1/13 18:43:43,222.40 
2025/1/13 18:43:45,222.98 
2025/1/13 18:43:47,222.23 
2025/1/13 18:43:50,218.39 
2025/1/13 18:43:52,218.39 
2025/1/13 18:43:54,214.85 
2025/1/13 18:43:56,214.43 
